,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.452491, 0.059876, 0.076950, 0.005519, 0.025998, 0.001074, 0.020009, 0.000889, 0.086916, 0.002943, 0.002566, 0.000040, 0.000371, 0.000507, 0.003867, 0.000050, 0.000005, 0.000001, 0.000031, 0.000001, 0.000001, 0.000000, 0.000000, 0.000000, 0.000009, 0.000000, 0.000000, 0.000000, 0.000001, 0.000017, 0.000002, 0.000000, 0.000000, 0.635269, 0.292077, 0.000045, 0.000031, 0.000000, 
,,,0.204649, 0.250551, 0.021708, 0.093433, 0.004448, 0.078613, 0.003333, 0.289099, 0.011539, 0.010938, 0.000142, 0.001363, 0.002017, 0.014368, 0.000181, 0.000014, 0.000003, 0.000105, 0.000001, 0.000001, 0.000000, 0.000001, 0.000001, 0.000028, 0.000000, 0.000000, 0.000001, 0.000002, 0.000061, 0.000006, 0.000000, 0.000000, 0.300665, 0.065089, 0.000160, 0.000103, 0.000000, 
,,,,0.913380, 0.280029, 0.641164, 0.144712, 0.660083, 0.050118, 0.797199, 0.161770, 0.250587, 0.006771, 0.031634, 0.057104, 0.166855, 0.007385, 0.001514, 0.000276, 0.006484, 0.000129, 0.000176, 0.000041, 0.000103, 0.000130, 0.001801, 0.000042, 0.000005, 0.000087, 0.000137, 0.001905, 0.000730, 0.000000, 0.000000, 0.064385, 0.003747, 0.008691, 0.007614, 0.000000, 
,,,,,0.239861, 0.571410, 0.117404, 0.582780, 0.042837, 0.887201, 0.137898, 0.207838, 0.005454, 0.026370, 0.046801, 0.143845, 0.006007, 0.001170, 0.000220, 0.005133, 0.000103, 0.000137, 0.000033, 0.000082, 0.000103, 0.001442, 0.000033, 0.000004, 0.000070, 0.000112, 0.001605, 0.000564, 0.000000, 0.000000, 0.077895, 0.005379, 0.006920, 0.005943, 0.000000, 
,,,,,,0.558558, 0.835871, 0.481878, 0.289023, 0.171548, 0.700111, 0.923771, 0.095001, 0.241243, 0.415187, 0.671790, 0.094680, 0.040949, 0.008838, 0.103678, 0.004712, 0.007181, 0.001894, 0.003909, 0.005023, 0.036127, 0.002034, 0.000415, 0.003112, 0.004307, 0.025534, 0.023454, 0.000000, 0.000000, 0.012746, 0.000217, 0.124213, 0.128418, 0.000000, 
,,,,,,,0.382493, 0.947988, 0.126245, 0.466586, 0.354068, 0.563906, 0.028446, 0.093867, 0.166906, 0.349377, 0.029362, 0.009464, 0.001908, 0.029572, 0.000973, 0.001411, 0.000361, 0.000791, 0.001005, 0.009318, 0.000375, 0.000067, 0.000640, 0.000931, 0.007695, 0.005083, 0.000000, 0.000000, 0.035484, 0.001437, 0.037111, 0.036065, 0.000000, 
,,,,,,,,0.292929, 0.313752, 0.069538, 0.805064, 0.713319, 0.086255, 0.252999, 0.462085, 0.766003, 0.087466, 0.028502, 0.004904, 0.092285, 0.002245, 0.003539, 0.000730, 0.001859, 0.002486, 0.027644, 0.000818, 0.000101, 0.001555, 0.002362, 0.021423, 0.014042, 0.000000, 0.000000, 0.005790, 0.000025, 0.115083, 0.115447, 0.000000, 
,,,,,,,,,0.093533, 0.467373, 0.289342, 0.471026, 0.015093, 0.063033, 0.116598, 0.289142, 0.016169, 0.003610, 0.000633, 0.014852, 0.000288, 0.000411, 0.000091, 0.000233, 0.000300, 0.004128, 0.000095, 0.000012, 0.000198, 0.000313, 0.004052, 0.001713, 0.000000, 0.000000, 0.031794, 0.000863, 0.019642, 0.017754, 0.000000, 
,,,,,,,,,,0.027508, 0.489504, 0.214269, 0.713086, 0.988994, 0.694066, 0.541715, 0.685844, 0.569363, 0.239078, 0.788043, 0.172065, 0.240402, 0.107739, 0.153824, 0.183207, 0.460501, 0.115709, 0.054329, 0.124359, 0.142144, 0.287862, 0.445134, 0.000000, 0.000000, 0.002439, 0.000038, 0.838234, 0.900754, 0.000000, 
,,,,,,,,,,,0.094610, 0.135790, 0.002519, 0.015177, 0.026894, 0.101536, 0.002891, 0.000404, 0.000072, 0.002221, 0.000031, 0.000040, 0.000009, 0.000025, 0.000031, 0.000581, 0.000009, 0.000001, 0.000022, 0.000038, 0.000778, 0.000180, 0.000000, 0.000000, 0.085780, 0.005704, 0.003133, 0.002476, 0.000000, 
